id,lossyear,longitude,latitude
348,19.0,146.66561570543308,-42.038377135847284
349,19.0,145.55350138369312,-42.93938736581916
350,19.0,145.49241594437296,-42.79206365922356
351,,145.6172817688656,-42.596230927285504
352,19.0,145.54990812255664,-42.78038556053001
353,19.0,146.31796769047884,-42.64473995262796
354,19.0,146.29191654723934,-42.96004861735392
355,19.0,145.59662051733085,-42.86303056666901
356,19.0,146.33683231144533,-42.51178929057828
357,19.0,145.49600920550944,-42.79386028979181
358,19.0,145.62446829113856,-42.81901311774715
359,19.0,146.47966444162034,-41.96561359783361
360,19.0,146.8192276190175,-43.09120264883536
361,19.0,146.71412473077555,-42.07430974721207
362,19.0,146.68717527225192,-41.86051070959162
363,19.0,146.2631704581475,-42.603417449558464
364,19.0,146.5236818905422,-42.04197039698376
365,,146.58207238400996,-41.852425872034544
366,19.0,145.51307719590773,-42.73546979632404
367,,145.85084374273669,-42.293498676537226
368,19.0,146.80126131333515,-42.13809013238455
369,19.0,146.514698737701,-43.12533862963191
370,19.0,146.52008862940573,-42.030292298290206
371,19.0,146.73837924344673,-42.10125920573566
372,19.0,145.72058802653936,-42.788470398087085
373,19.0,146.4131891105955,-42.63665511507088
374,,146.13740631837078,-42.51538255171475
375,19.0,145.55799296011372,-42.90345475445439
376,19.0,146.39073122849248,-42.51178929057828
377,,145.75023243091528,-42.74445294916522
378,19.0,146.73298935174205,-43.14959314230313
379,,145.80952123966716,-42.962743563206274
380,19.0,146.08620234717597,-42.935794104682685
381,19.0,145.78975830341653,-42.94477725752388
382,19.0,146.26496708871576,-42.61958712467262
383,9.0,147.6887968140452,-41.15443489627367
384,19.0,145.54990812255664,-42.63935006092325
385,,145.93798032529628,-42.21085367039824
386,19.0,146.6485477150348,-42.09047942232621
387,19.0,145.41336419937045,-41.755407821349635
388,,146.81743098844925,-43.05347340690234
389,19.0,146.57758080758936,-41.99705463277779
390,19.0,146.5191903141216,-42.02939398300609
391,19.0,146.50302063900745,-43.085812757130654
392,19.0,145.74843580034707,-42.38243188966506
393,,145.34688886834562,-40.93344933638028
394,19.0,145.49690752079357,-42.782182191098244
395,19.0,146.46439308179032,-43.07682960428946
396,19.0,146.29640812365994,-42.52256907398771
397,19.0,147.0572811693092,-42.180310950738175
398,19.0,146.9234321919754,-43.05077846104999
399,19.0,147.46511630829946,-41.333199637813465
400,19.0,146.61980162594296,-42.08958110704209
401,19.0,146.49493580145037,-43.09569422525597
402,19.0,146.7913798452098,-41.50118459594381
403,19.0,145.47714458454294,-42.653723105469155
404,19.0,146.50661390014392,-41.928782671184706
405,19.0,146.80485457447162,-43.04538856934526
406,19.0,146.67280222770603,-42.00873273147134
407,19.0,146.51200379184866,-41.915307941922904
408,19.0,146.60273363554472,-42.09047942232621
409,19.0,146.31347611405823,-42.557603370068364
410,19.0,146.800362998051,-42.988794706445745
411,19.0,146.31976432104705,-42.64384163734384
412,,146.16076251575788,-42.32943128790201
